SHIPMT_ID,ORIG_STATE,SCTG,SHIPMT_VALUE,SHIPMT_WGHT,EXPORT_CNTRY,WGT_FACTOR
18630,41,41,357,464,O,21
18632,6,35,138,1,O,102.8
18650,39,20,27951,10091,C,117.7
18681,17,33,176,23,C,3356.4
18688,28,23,21109,21762,O,5.3
18715,25,35,1825,12,O,204.4
18768,6,37,244,1,O,336.4
18817,1,19,76899,38838,C,15.4
18841,42,34,11545,254,O,33.8
18893,16,22,47530,48346,O,20
18924,45,36,15476,422,C,189.5
18944,44,30,2084,10,O,35.8
18956,42,33,1865,392,C,306.4
18977,26,36,41091,2412,O,354.1
18990,53,34,8,2,O,842.4
19014,39,34,1426,197,O,1089.9
19025,21,31,56682,8955,M,26.9
19041,48,41,2047,38279,M,34.4
19060,39,3,9339,51917,O,6.1
19069,6,35,435,1,C,2881.1
19071,17,32,11764,15754,C,594.2
19089,40,36,29419,5648,C,101.4
19091,36,35,57445,5,O,81.2
19102,48,34,2746,2,M,59.8
19123,12,3,12862,3859,C,331.1
19145,6,35,18258,3,O,43.7
19152,36,29,24,1,C,272.6
19163,42,34,290,1,O,133.8
19180,19,34,9747,1415,C,104.9
19183,8,37,178,1,O,117.2
19265,48,34,8245,16,C,571.2
19283,6,35,795,8,O,351
19295,13,30,8685,2382,C,2682.8
19341,6,35,601,23,O,3232.6
19399,25,38,36582,795,O,85.7
19432,47,23,549,23871,O,65.5
19454,37,35,9109,60,O,12385.5
19504,39,36,2153,491,C,105.2
19518,12,43,63294,44034,O,81.1
19539,13,13,9871,60930,O,12.4
19565,13,33,948,39,M,422.7
19602,8,24,10763,285,C,122.6
19609,48,41,26880,167252,M,34.3
19622,28,24,274,1,O,195.4
19627,6,32,4346,1232,O,158.2
19683,31,37,4777,32,O,258.7
19697,53,37,1210,6,O,868.9
19734,45,31,1592,777,C,31.1
19755,42,24,18599,12421,O,31.8
19757,51,26,21934,50449,O,112.8
19785,18,24,17554,3156,C,39.2
19807,13,13,18425,58038,O,346
19829,26,35,7880,148,M,22.2
19856,47,37,692,1,O,49.4
19858,1,34,869,71,C,107.9
19945,27,27,16808,44388,C,77
19974,21,31,97452,33505,O,21.6
19975,51,7,29633,41486,O,393.2
19982,27,30,8184,55,O,160.9
20004,41,31,19521,52957,C,12.1
20014,53,24,2460,186,O,630.8
20094,25,4,135998,50820,O,25.8
20117,6,35,173,5,O,1370
20121,45,43,1390,16,O,31
20134,30,32,170886,46061,C,13.7
20159,37,24,2083,4,O,129.1
20172,53,37,537,59,O,182.4
20185,39,38,285254,11928,O,44.8
20238,9,29,11,1,O,211.5
20271,42,35,600,2,O,1640.5
20275,48,37,665,11,O,1107.7
20281,25,34,509,1,C,244.2
20284,47,34,5499,5,O,93.9
20289,6,35,2928,8,O,212.7
20317,25,43,406,211,O,226.3
20380,36,40,8657,29,M,692.5
20415,12,24,3478,11,O,169.2
20425,6,34,2026,51,M,130
20471,13,35,329,1,O,743.8
20481,26,23,43866,35093,O,42.9
20484,48,35,79,4,O,114961.4
20513,18,7,100293,30977,O,13.1
20550,12,31,5479,46338,O,45.8
20587,34,29,435,229,C,3746.3
20589,36,35,2466,164,O,518.8
20603,6,40,60042,75,O,351.1
20619,21,38,164,2,O,930.7
20629,25,20,971,5,O,2341.3
20675,19,13,13348,198975,C,107.1
20683,29,14,13812,43614,O,47
20700,6,3,99030,7368,O,2128.5
20705,36,35,1381,14,O,315
20709,25,27,4682,2350,C,12.2
20772,17,30,5292,806,C,39.5
20823,9,38,739,43,O,425.6
20951,41,35,1751,3,O,20.8
20958,6,35,64,2,C,1605.3
20959,47,20-24,16670,8554,O,41.4
20969,6,35,4174,18,C,319.8
20972,6,40,6037,121,C,787.8
20993,6,30,955,33,O,111.4
21045,25,40,2125,26,O,251.3
21046,25,27,287585,1006359,O,353.1
21048,26,40,137077,28567,M,16.7
21079,34,7,116520,38748,C,74.9
21139,12,35,110,1,O,1843.8
21201,36,40,53016,572,O,11261.9
21208,17,41,22273,47220,O,22.7
21217,50,41,5289,41159,C,41.6
21226,4,35,1328,4,O,54.5
21281,35,0,1036,786,O,187
21328,6,24,3137,861,C,405.8
21341,1,31,29570,15320,C,25.4
21352,26,36,77413,11144,C,165.8
21376,34,35,1317,79,O,381.7
21388,36,32,17290,548,C,23.3
21389,39,40,2089,871,C,768.5
21397,25,35,7042,4,O,171.7
21404,48,24,17940,24454,M,59.1
21426,53,6,20382,34872,C,282.5
21427,47,34,30236,850,C,46.2
21431,16,40,1316,13,O,16
21468,27,35,9251,36,O,157.1
21495,6,35,457,1,O,55
21567,42,40,16770,6033,C,18.7
21598,42,38,547,1,O,75.1
21614,17,35,148984,6329,O,75
21695,51,37,47550,461,O,44
21743,9,20,2632,48,O,338.1
21791,34,38,39401,2266,O,138.4
21793,33,34,4084,15,O,71.8
21796,12,35,11338,4,O,43.5
21835,34,15-19,94240,47638,O,128.2
21836,42,33,234091,31537,C,192.8
21883,50,35,22348,14,O,228.4
21908,30,23,102418,48248,C,7.7
21916,39,23,72208,4565,O,143.6
21925,21,35,19738,43862,M,128.3
21940,37,21,4934,7,C,854.5
21948,24,35,1796,2,O,640.3
21970,36,40,109,2,O,207.8
22002,12,34,3614,18,O,1044.9
22058,42,35,7767,2312,O,160.4
22068,19,34,59619,46948,M,82.4
22155,47,30,40464,22963,C,136.5
22156,1,31,110,225,O,13.2
22226,6,24,44487,54585,M,56.1
22237,42,40,108,5,O,4258.3
22272,42,36,972,94,C,1572
22313,6,5,37377,60137,O,145
22336,29,36,2295,21,C,126.6
22338,55,36,90,55,O,230.9
22409,12,36,379,22,O,511.5
22417,19,34,29872,8772,O,78.4
22461,38,35,108,9,O,324.7
22464,55,34,4351,108,O,35
22470,39,40,2713,4,C,1489.4
22477,42,20,62151,36711,O,363.2
22498,26,23,899,549,O,26.7
22529,55,34,158113,18251,O,166.8
22533,26,36,33312,2658,C,96.9
22548,26,32,3166,36,C,64.6
22549,30,30,109,2,C,106.2
22570,40,37,497,6,O,463.6
22581,53,27,51563,18305,O,218.8
22584,25,35,5287,9,O,306.8
22591,31,38,1146,60,O,293.1
22611,18,23,5018,1834,C,114.2
22633,6,24,7127,33880,O,158.5
22645,48,38,4518,2,O,517.9
22657,6,35,2466,2,O,87.3
22675,34,21,25871,156,O,18.5
22691,4,40,233074,757,O,15
22716,25,38,7346,9,O,366.1
22738,12,43,1394,7025,O,152.8
22743,1,26,32525,59210,O,36
22749,47,27,53979,40013,O,26.5
22794,44,24,887,4,O,42.5
22848,28,27,14313,48261,O,78
22874,9,38,2293,2,M,57.7
22891,33,38,7447,20,O,18.3
22958,45,36,9853,9,O,190.6
22959,47,37,7906,4,O,69.1
22972,29,35,559,8,O,2396
23026,17,6,25895,28789,C,316
23044,22,6,11777,50763,O,49.6
23054,49,36,9231,152,M,67.5
23082,33,40,252,3,M,224.4
23113,54,32,45161,41816,O,63.7
23138,6,5,10526,967,O,125.3
23158,42,24,1879,13,O,129.9
23169,17,36,1,1,C,77399.4
23187,41,37,8190,104,O,51.1
23192,45,20,36142,322,O,84.9
23209,8,33,441,5,O,146.6
23317,45,34,326,11,C,75.2
23342,47,37,877,15,O,923.8
23353,35,40,5464,1274,M,70.5
23372,53,34,6197,734,C,130.1
23379,45,34,51144,217,O,34.9
23382,34,35,1015,1,O,223.5
23386,39,23,6781,6491,C,179.7
23426,18,38,396,5,M,1418.8
23431,48,20,5722,1,O,12
23451,53,34,15987,294,C,199.8
23452,36,35,6372,116,O,165.5
23457,42,23,3373,4,O,194.7
23476,6,38,417,4,O,265.6
23534,26,36,41084,27682,C,470.5
23540,49,36,7156,73,O,66.6
23541,21,40,71,22,C,6193.9
23542,55,29,127,190,C,51.2
23544,20,31,8214,168066,C,114.7
23558,20,24,530,208,C,555.9
23598,51,29,510,117,C,185.4
23603,39,24,250948,95,O,24.7
23607,27,35,362913,43857,O,26.1
23614,26,23,34,7,O,228.1
23619,51,5,34866,21201,O,402.7
23630,2,5,52123,45324,O,44.9
23638,47,30,22169,5243,C,11.4
23664,25,40,434179,31357,O,29.1
23693,26,36,8187,6129,C,545.6
23712,4,32,5356,921,M,84.1
23721,41,38,20277,163,O,123.5
23728,16,26,854,59041,C,106.2
23735,36,35,12326,137,O,2063.9
23788,36,40,890,4,O,692.9
23827,4,35,53573,3423,C,6.3
23829,34,24,24286,6599,C,13.7
23844,24,37,2259,31,O,109.3
23846,40,20,881,3,O,17.9
23862,26,36,38587,4833,C,300
23876,9,24,8932,5422,C,20.9
23885,27,34,49,2,O,22
23889,45,35,316,3,C,271.7
23915,49,40,81729,79337,C,34.9
23923,42,32,2176,483,O,515.2
23965,54,37,17408,16,C,149.5
23966,6,35,6710,98,M,685.6
23969,55,28,56221,31583,O,48.7
23973,42,35,1022,2,O,144.2
23986,39,29,110,3,O,625.9
24029,22,2,334528,2269512,O,18.1
24063,6,34,5782,2096,C,649.5
24146,1,32,68187,160439,M,194.8
24154,37,35,6461,197,O,235.1
24165,45,23,80600,43581,C,35.4
24166,13,30,60576,11236,M,182.2
24176,9,41,6531,89990,O,1154.4
24207,48,34,1962,183,O,2042.3
24212,1,15,2710894,21677395,O,11.8
24228,6,38,316,3,O,252.5
24280,48,34,54218,9696,O,3753.6
24283,6,33,5378,36019,O,421.2
24287,32,43,6194,1606,O,29.3
24290,13,3,28929,39629,O,108.7
24301,12,37,71,14,O,441.2
24304,42,40,16519,4,O,19.2
24331,21,13,6495,172053,M,74.6
24374,39,36,25360,9680,C,497.5
24446,49,0,1726,72,O,16.3
24462,24,35,12060,278,O,10.7
24526,48,24,48323,36235,O,211.8
24537,56,29,19,1,C,832.6
24554,50,7,20494,35860,O,21.1
24660,1,24,67973,45388,O,6.2
24683,29,14,12568,42924,O,48.5
24701,12,34,5279,473,O,31.5
24753,6,35,14216,70,O,256.4
24766,6,27,14979,43108,M,36.9
24773,22,33,145,13,C,31.9
24789,6,38,1401,4,C,441.5
24808,49,38,3615,5,O,151.4
24813,13,13,3137,58013,O,54.2
24825,45,34,86884,16664,M,64.2
24872,34,38,2621,11,O,626.2
24890,12,36,282,29,O,2628.6
24907,6,29,329,24,O,365.6
24917,22,40,135,2,C,45.9
24918,31,4,61394,43853,O,26.6
24932,22,20,29411,31876,O,173.4
24964,34,23,301,60,C,1059.9
24966,13,33,11216,1798,O,98.9
24990,1,24,48446,36701,O,577.1
25004,6,3,79524,39762,O,14.8
25007,39,34,3343,3,C,169.8
25028,17,24,950,36,O,8358.9
25064,48,32,2711,183,M,36
25094,13,36,17633,915,M,141.6
25114,26,34,1795,1572,O,269.8
25131,40,35,99269,42700,O,17.3
25139,34,35,12833,9,O,231.4
25149,27,38,4177,4,O,21.6
25167,37,34,3508,49,M,669.7
25194,6,35,3066,3,O,2080.1
25202,22,27,11377,49454,O,140.3
25231,12,36,281,26,O,4566.9
25248,41,31,21736,199,O,211.9
25253,38,35,3738,32,C,95.3
25258,27,4,25951,43504,O,85.3
25273,51,34,301766,1769,O,12.1
25276,19,34,1,2,C,21.5
25287,22,31,6407,30,O,102.8
25293,55,38,1258,56,O,303.6
25309,26,36,990,101,C,368.8
25331,4,37,7244,11,C,178.1
25374,6,21,143,1,C,1204.1
25402,6,35,117741,62,O,196.8
25414,55,24,1238,196,O,3316
25426,21,31,2425,996,O,10.7
25427,37,36,17655,2302,O,647.3
25472,18,31,21101,25676,C,85.5
25484,10,40,1092,24,M,85.8
25501,51,26,21109,30418,O,40.4
25641,33,26,13809,37425,C,37.2
25673,26,36,15365,14800,M,84
25705,26,32,423,118,M,95.1
25708,13,32,24653,10505,C,639
25711,42,35,5772,9,O,112.9
25712,45,35,6492,614,C,630.9
25742,26,41,10338,19020,C,104.2
25753,39,24,4301,56,O,82.1
25764,26,13,1382,77234,C,49.6
25791,41,27,24838,66610,C,11
25811,51,7,141746,38518,C,57.3
25820,9,35,325,41,O,171.6
25913,25,14-Oct,476,419,C,497.5
25976,31,33,22043,11241,C,14.7
26033,6,38,887,5,O,107.2
26070,51,38,925,9,O,82.4
26072,42,38,21690,56,O,62.2
26120,4,35,68649,3886,M,6.2
26128,53,4,10032,49545,O,188.9
26134,6,30,30,1,O,6529.3
26142,49,35,16591,39867,O,29.9
26157,39,39,14821,4275,O,22.3
26165,49,38,4663,312,O,139.6
26183,6,35,12418,10,O,1091.5
26224,48,43,171563,44451,M,47.3
26324,48,34,2543,11,O,19.1
26366,48,3,102707,112241,O,118.6
26371,48,40,13626,1973,O,251
26392,40,33,2314,1,O,1012.6
26425,35,31,30909,680,O,94
26539,37,36,23479,10030,C,81.5
26545,18,29,1,4,C,4666.2
26563,51,29,1582,5,O,17.6
26568,37,30,14666,5207,M,32.9
26569,48,23,1148,87,C,4215
26584,13,5,42005,59162,O,74.4
26638,12,34,1905,45,O,1348.9
26717,4,35,777,2,O,798.5
26721,35,38,1903,10,O,538.4
26733,55,34,3929,451,C,1051
26760,9,35,13463,4,M,21.7
26765,26,36,3865,1292,M,257.6
26778,24,34,18971,99,O,50
26782,34,40,20845,2,O,12.2
26786,26,34,4866,813,O,283.2
26809,41,30,280,2,O,864
26847,39,34,54680,1208,O,35.9
26862,34,20,78597,48824,O,32.9
26866,26,7,66,3,C,2498.5
26879,33,38,56935,428,O,18.1
26933,42,41,170678,43763,C,85.9
26974,6,37,16535,15,C,524.9
26991,42,31,27188,46212,C,27.2
27055,54,32,508360,20213,O,18.6
27129,39,32,447,224,C,668.7
27131,26,20,4567,651,O,335.6
27189,36,35,318,7,O,198.1
27195,48,24,26876,42343,O,45.4
27200,51,35,27404,10490,C,26.6
27252,41,34,28816,6467,O,52.2
27312,37,30,104694,1334,O,126.5
27361,48,30,131963,39503,O,19.4
27362,5,33,18981,13558,O,50.2
27367,6,38,2888,18,O,1616.1
27485,34,33,836,1849,O,150.1
27492,29,7,3258,521,C,43.6
27502,32,14,258461,73846,O,57.5
27512,18,36,10928,55,O,351.9
27537,6,35,3055,405,O,1358
27539,39,7,55584,41401,C,159.6
27626,41,35,368,1,M,740.8
27645,26,40,7,108,O,189.1
27688,9,5,29209,48781,O,114.4
27695,17,35,99,1,C,1501.5
27697,22,20,41811,47360,O,102.7
27700,37,24,127,17,O,448.5
27706,34,35,17175,11,O,208.9
27730,42,29,23,2,C,18218.4
27733,37,30,77798,34176,C,4.3
27743,27,11,8962,224046,M,145
27775,51,24,2494,193,O,4.1
27825,37,33,4161,58,M,148.4
27827,8,35,356,1,C,322.3
27833,6,38,26186,217,O,48.1
27852,21,26,20954,41603,O,19.7
27854,4,34,3820,239,C,233.4
27860,55,34,3977,271,O,441
27868,55,38,36788,14,O,50.8
27876,34,35,13558,15,O,108.4
27942,13,35,9951,1083,O,329.4
27967,34,24,23596,5467,O,94.6
27979,45,34,20826,2888,O,74.3
28001,1,35,851,488,C,123.6
28127,55,32,55,5,M,45.4
28133,36,40,54,2,C,2294.6
28137,4,41,2308,39121,O,239.2
28179,17,4,5269,51903,O,355.6
28193,56,34,27117,3164,M,59.5
28213,19,34,43173,28202,O,22.7
28220,1,24,32025,26250,O,588.4
28222,24,30,88181,9425,O,84.2
28232,12,38,387,5,C,1309.7
28249,20,35,14010,5373,C,19.3
28319,12,35,1024,14,M,1485.5
28359,42,23,24596,14468,O,211.3
28389,42,23,11653,1754,C,11122.8
28461,49,31,13154,167169,C,47
28472,6,35,447,40,O,416.8
28491,53,37,1222,7,O,55.6
28524,55,41,68047,28471,O,100.8
28534,20,37,2745,23,M,148.5
28551,10,0,767,110,C,12.1
28583,8,36,1469,79,O,25
28609,1,31,11574,48226,M,62.6
28612,47,31,43842,44781,M,25.2
28629,27,38,4162,52,O,74.2
28722,17,4,5140,51941,O,502.9
28726,29,31,23705,14463,O,35.1
28727,26,32,5527,374,O,57.6
28739,34,24,2287,202,O,1065.9
28750,36,36,25422,638,O,71.8
28771,47,34,39630,680,O,64
28824,16,36,619,24,C,3067.6
28870,36,29,22709,14839,C,95.9
28872,39,14,93908,46033,C,77.5
28888,53,35,215,5,O,212.6
28907,1,26,11583,59186,O,36
28915,12,21,166633,627,O,12.5
28918,54,40,3619,108,M,190.3
28931,20,29,142,5,O,5065.3
28942,21,40,31332,1544,C,8
28959,6,26,2029,4260,M,424
29005,6,24,78326,93245,O,40.2
29027,6,35,1021,101,M,865.1
29039,6,35,181,2,C,342.6
29065,45,36,1069733,140451,O,7.4
29088,8,33,497,163,C,63.3
29107,39,41,16548,38204,O,995.5
29110,39,30,1518,247,C,37.9
29123,6,30,784,2,O,270.3
29133,50,23,17067,4165,C,16.3
29170,6,37,4985,72,O,344.1
29200,39,20,56797,37865,O,76.2
29219,37,38,8638,271,M,254.3
29257,26,33,6,1,C,5365.5
29342,37,34,1726206,8220,O,14.6
29385,31,4,51731,43325,O,26.4
29401,55,36,2418,46,O,979.5
29431,32,38,7,1,C,5851.4
29465,21,8,6355,3913,C,49.1
29489,54,20,53820,35880,M,7.6
29498,26,33,918,1356,O,1018.9
29510,20,35,38924,36472,C,14.5
29520,1,24,1827,36540,O,414.7
29538,50,40,10161,174,M,29.9
29550,54,36,76281,12126,C,115.6
29555,12,23,2520,132,M,42.5
29585,17,20,23386,45909,O,88
29633,35,40,5842,1489,M,196
29656,19,35,261,3,C,202.9
29668,37,31,6288,49714,O,27
29673,47,36,110,2,O,39.6
29685,50,39,45371,14796,O,21.4
29698,53,40,607,1,O,104.3
29734,9,35,1495,556,O,65
29735,39,35,60027,47265,C,149.2
29803,17,20,22592,45908,O,88.1
29811,20,2,2352872,14787967,M,60.4
29826,13,3,29328,40177,O,109.3
29885,33,35,3945,3,M,34.8
29904,53,32,51898,542,O,66.8
29945,17,34,8146,2037,O,327.2
29971,37,33,137,129,M,318.7
30000,13,30,3,2,O,4683.3
30005,6,40,101,2,O,726.9
30009,48,27,70049,140801,O,195.1
30047,34,37,3639,3,O,65.8
30061,12,36,1055,66,O,288.1
30074,33,34,3151,29,C,464.5
30076,39,23,7702,4862,C,1192.8
30119,25,34,253,14,O,5527
30131,53,26,73364,45202,C,212.8
30143,17,20,26132,32302,O,37.6
30170,53,23,35138,15617,C,68.3
30175,9,33,480,184,C,59.7
30185,8,33,1199,112,C,1280.3
30207,55,34,1439,7,O,72.3
30220,30,29,18,1,O,174.2
30250,37,37,45,3,O,31.6
30265,17,35,4122,108,O,75.1
30266,53,35,11247,10,O,165.9
30272,26,29,1074,1002,C,28.5
30279,18,23,47915,36073,C,399.1
30286,26,36,344,156,M,217.6
30290,51,40,476,470,C,60.5
30307,6,37,100108,9,O,36.8
30326,47,27,43616,39284,O,25.4
30354,37,34,1410,3,O,1558.7
30366,6,28,5197,51969,O,32.9
30407,39,23,314,407,O,84.2
30412,12,35,3823,31,O,99.1
30452,48,30,8269,14146,M,134.7
30455,28,20,73000,34355,M,66.6
30498,40,35,287,7,O,266.5
30510,48,33,89398,12274,O,375.4
30516,29,41,23506,26711,O,34.3
30518,48,35,2223,1,M,1544.2
30576,29,32,139974,39709,O,545.4
30591,6,35,46498,38,O,1497.3
30636,13,30,44,44,O,4629.1
30650,1,20,30269,30341,O,9.4
30659,48,23,99,90,C,4209.7
30666,55,32,64033,35940,O,41.2
30678,6,41,3679,48100,O,169.4
30681,22,24,49340,74197,M,79.8
30686,33,26,11128,9694,C,29.3
30711,33,43,4259,78,O,14
30714,12,7,53551,21615,O,254.2
30882,36,23,2148,648,C,295.9
30895,36,29,58758,44,O,54.1
30898,6,37,244,1,O,334.6
30900,13,5,48048,46649,O,212.5
30909,42,32,3707,777,C,205.1
30911,37,32,175331,13225,O,35.8
30913,54,34,1591,19,C,111.2
30914,12,30,8293,8293,O,138
30946,39,29,23694,9574,C,116.7
30948,27,32,20535,48336,C,17.9
30954,37,27,17267,46040,O,340.6
31023,34,7,702,847,O,650.7
31069,48,24,141,1,O,6880.8
31196,34,24,875,356,C,20.2
31219,37,11,7014,46290,O,7.2
31221,42,24,26514,13887,C,51.7
31237,12,37,378,1,C,130.4
31238,53,30,1641,5,C,340.8
31246,53,35,131834,59,O,84.1
31252,32,14,250179,71480,O,56.3
31297,42,38,5244,6,O,635.4
31317,12,24,36165,9945,O,69
31329,36,38,1315,2,O,438.2
31351,55,34,3029,646,O,504
31359,25,7,67944,43835,O,28.2
31366,19,24,10228,10228,M,34.5
31452,8,38,55,1,O,24
31525,27,35,82,3,C,105.8
31527,53,37,6871,1,O,80.3
31591,39,33,540,9,M,37
31600,29,24,33744,10036,C,104.3
31608,42,41,41150,38308,O,23.3
31616,49,7,46993,174,O,36
31638,16,35,47305,34,O,712.6
31706,47,34,51170,2703,M,94.1
31724,48,36,17,1,O,2285.7
31727,42,34,10805,287,O,29.7
31760,39,34,146414,31133,C,169
31770,29,41,19598,40380,O,34.7
31830,6,23,45308,43485,O,51.8
31831,25,38,11368,24,O,208
31887,39,36,2172,332,C,1032.7
31895,20,35,8052,20,O,149.2
31899,6,28,2637,40543,O,1703.3
31941,17,35,17717,2218,C,28.3
31967,46,35,1683,22,O,141.8
32007,6,35,1,1,O,132.4
32037,39,24,85970,29494,O,57.5
32075,9,37,1509,42,O,203.2
32079,36,35,345,38,C,45
32090,36,32,469236,32734,O,12.6
32144,55,35,1707,814,O,535.5
32148,55,35,2104,28,O,252.6
32150,55,23,52,26,C,847.6
32153,36,40,687,1,O,573.7
32215,42,23,4069,1435,O,78
32231,27,35,4218,103,O,213
32250,6,40,57139,11654,O,73.6
32252,40,37,964,31,O,224.8
32277,12,23,172,72,O,504
32322,6,20,99524,2869,O,248.7
32350,48,3,137576,148285,O,118.6
32357,47,24,63264,46888,O,118.1
32367,15,30,845,33,O,439.6
32455,21,26,18154,34518,O,9.8
32467,19,4,16811,38485,O,258.6
32475,18,24,228395,28549,O,73.8
32489,18,34,28,4,O,107
32491,6,24,486,43,C,576.4
32507,9,38,938,9,O,553.7
32522,48,41,2935,33962,M,31.4
32568,26,36,2738,1039,C,186.4
32587,42,24,7746,5247,C,30.6
32641,22,24,36235,37977,C,13.5
32672,48,39,287,720,C,137.2
32687,6,24,4383,50144,O,32.9
32707,26,36,1132,114,C,317.5
32712,51,38,380,3,O,24.4
32719,22,29,40644,11287,C,19.3
32769,33,35,7144,252,O,51.7
32883,24,31,14896,1464,C,111.3
32897,48,34,1412,22,O,56.2
32984,25,6,9489,6122,O,49.8
33000,48,6,4,31,O,45.2
33056,27,38,8145,34,O,83.6
33125,21,32,25033,18971,C,251.8
33140,6,34,43,1,O,610.8
33148,9,27,41947,18595,O,78.7
33170,39,24,4466,6614,C,441.9
33179,9,40,1145,2,O,160.3
33220,6,19,32409,61381,O,1368.3
33232,36,8,16729,38612,O,19.6
33244,42,24,1336,6,O,148.2
33265,12,24,144,50,O,2783.3
33271,12,36,474,11,O,284.9
33311,2,5,76947,54962,O,43.8
33323,6,34,2672,5,O,41
33335,45,34,55403,2289,O,54.3
33348,41,27,1331,1305,C,34.3
33384,25,40,1327,253,C,120.9
33408,13,23,61909,48081,O,9.1
33417,36,35,18611,219,O,30.5
33463,23,35,8027,38,O,103.9
33466,32,41,41154,163474,O,175.6
33507,42,30,2180,14,M,280.7
33530,34,24,8773,53548,O,955.8
33538,47,29,116,10,C,578.9
33553,48,36,8337,1118,M,28.1
33567,5,34,334102,14297,O,73.1
33568,51,40,10927,109,O,38.8
33574,19,27,1099,80,C,507.7
33612,39,7,38350,36896,C,162.9
33662,39,34,1753,56,O,418.7
33664,46,4,25953,188090,M,68.5
33673,34,23,488,10,C,454.5
33677,34,30,90,22,C,77.2
33703,26,37,19764,91,C,267.2
33778,49,7,30332,186,O,36
33821,41,39,1783,719,C,30.9
33828,34,24,1556,2,O,127.4
33846,17,24,1096,93,M,222.1
33856,4,35,1302,80,O,70.6
33864,48,21,25,1,O,19374.8
33872,31,33,11530,21500,O,197.8
33873,22,20,2834,4464,O,569.1
33933,48,23,1413,3926,C,120.7
33983,36,24,4885,244,C,354.6
33994,20,34,8418,3229,O,127.3
34012,4,35,41231,2,O,17
34033,48,34,21725,7904,M,640.2
34102,26,34,1094,30,M,336.8
34125,6,31,1687,16,O,73.5
34126,20,37,969,11,M,31.1
34158,27,37,921,4,O,166
34160,53,31,7122,62300,C,146.4
34174,18,37,10362,2,C,229.1
34194,27,30,167202,36860,M,36.6
34245,25,38,2691,2,O,326.4
34271,17,34,23252,2405,O,143.3
34320,25,40,4,1,O,1865.8
34344,1,33,95618,147723,C,27.1
34355,6,38,87654,101,O,372.9
34366,39,24,17653,8052,C,261.7
34407,34,23,7416,40,O,182.5
34430,18,34,25986,17861,C,146.4
34467,18,34,390,296,C,11.6
34477,6,34,3303,4,O,839.3
34479,17,4,9861,35902,O,68
34490,13,21,18877,271,M,24.5
34551,12,35,12661,36,M,416.7
34572,25,38,2784,101,O,274
34596,48,37,3617,19,O,18.7
34601,51,28,3835,26250,O,41.3
34608,36,33,1448,25,O,594.4
34613,53,20,3670,54496,C,44
34671,32,14,43409,72185,O,34.2
34789,41,35,950,14,C,145.6
34806,18,35,115,1,O,896.9
34827,23,38,390,61,O,81.1
34834,9,34,594,15,C,840.6
34857,38,34,276,101,C,362.7
34879,39,36,2498,115,C,2604.2
34900,34,23,3744,241,C,221.2
34914,26,36,463,13,O,184.5
34938,6,40,33,3,O,5705.2
34972,17,38,8546,23,C,17.8
34983,6,33,1754,478,C,461.7
35004,42,36,1487,2273,C,75.1
35014,20,36,39267,9102,O,184.2
35015,12,34,421,5,M,100.1
35156,18,24,9677,791,O,12.4
35173,26,36,7577,4770,C,1895.8
35194,12,34,174,1,O,149.9
35201,36,36,38,38,C,2504.3
35291,17,23,94038,5127,C,71.2
35295,6,40,13169,1934,C,313.1
35352,18,36,11185,96,C,253.1
35382,12,35,36,2,O,2942.9
35388,25,24,19721,1097,O,1081.7
35432,16,3,14481,7561,C,112.2
35460,12,35,12042,23,O,346.4
35479,13,35,1345,8,C,10313.5
35484,24,40,79,15,C,313.6
35515,45,33,7597,461,C,153.3
35521,55,38,1410,26,C,1211.2
35524,26,29,652,31,M,95.7
35528,20,37,962,3,M,31.1
35536,55,43,841,44,C,528.4
35555,47,24,9804,7046,O,32.1
35617,6,37,6839,235,M,1053.8
35624,48,34,2431,592,C,257.8
35635,54,37,8633,3666,C,40.6
35664,6,35,27,1,O,283.9
35688,44,35,1545,186,C,1694.4
35694,23,35,16866,616,O,104.1
35703,51,38,190,2,O,36.3
35714,49,32,25938,37264,O,17
35723,13,34,40004,6837,M,301.1
35741,31,35,3183,295,O,45.4
35795,53,26,20726,44744,C,35.6
35869,13,30,90935,38777,M,12.7
35890,34,35,45230,5928,O,173
35898,48,35,3484,2,O,870.8
35908,13,34,3733,971,O,20.7
35917,45,36,31492,3667,O,7.4
35921,53,36,336,11,C,5590
35939,1,34,1549,205,O,123.3
35948,39,34,695,4,M,65
35951,36,35,1151,3,C,642
36026,55,39,2487,677,O,1924.9
36052,55,23,2530,5,O,2225.3
36067,17,37,540851,258,O,9.7
36107,26,36,6323,10826,M,183.9
36114,6,38,3166,36,O,461.7
36161,53,26,22790,51296,O,95.4
36164,5,40,29824,38665,M,10.6
36222,12,34,21,1,O,2811.6
36240,33,35,16280,8,O,52.4
36271,47,37,20816,3,O,76.9
36283,17,43,476,29,C,3594.5
36294,42,9,45123,17255,O,30.9
36375,36,38,718,115,C,303.8
36385,20,7,47031,36178,C,12.8
36396,51,38,9258,32,O,53.8
36398,51,23,43567,39060,O,20.8
36417,42,24,14352,9919,C,89.5
36437,45,40,343,2,O,1908.3
36454,37,40,8449,1816,O,121.6
36502,8,33,21254,1500,C,1278.4
36557,37,30,47617,34502,O,84.9
36563,6,32,39671,83293,O,78.5
36585,48,5,14662,37083,M,15.4
36601,6,26,640,127,O,548.1
36624,1,33,3278,868,C,71.6
36643,37,5,32369,58020,O,150.9
